,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,,,,,,,,,,,,,-1.5666989036012806
1,,,,,,,,,,,,,,-1.2185435916898848
2,,,,,,,,,,,,,,-0.8703882797784892
3,-0.35085794557765987,0.7265235846344182,0.6561187788681988,0.3984080507363947,-0.16625747180892606,1.1277648912229699,-0.42465168297181255,1.8260619916388794,2.200440160494877,-0.6174322301991698,-0.5557357508129823,-1.240542758857639,-1.8551424636612854,-0.5222329678670935
4,-2.1564760457874033,-1.1529490752787097,-1.3173049393324685,-0.8711150921851273,-0.5930437155919192,0.647987915789667,0.18220369268590847,0.904680286725279,-0.49519289939509253,-0.271879114612744,-0.6656861028603673,-1.0397695335576118,-0.6990165894338443,-0.17407765595569785
5,0.13051155870763834,-1.1620860049529178,-0.9797904344223414,-0.9522119966335431,-1.001950193060811,-1.2891397784480814,1.1586184317249337,-0.00626541259705578,0.6750566580072075,-0.8729236196018693,-0.703090228533639,-0.8778876880935985,-0.07052844035950838,0.17407765595569785
6,0.14126725615094646,-0.7158791340728451,-0.9948162971982843,0.6592838153389426,-1.3294298486603282,-0.33666503177968715,-1.1648818664663954,-0.856962602779054,-0.6131574287579024,1.953148931742577,-0.3813632253009149,1.3327858246136788,0.29505807492726566,0.5222329678670935
7,0.1601673356990328,0.454226408601278,1.4379765772441937,1.7531393957004615,0.4426998846672783,-0.28026850072695286,1.0980147909709919,-0.1626701146292779,-0.45327077533474275,-0.2191484284733352,-0.82722198118671,1.2280408708249133,0.09313233530213753,0.8703882797784892
8,0.9661078147588793,1.7503304490796023,0.8218526410006272,0.27435815919394707,1.5955453669082893,-1.2474690082813389,0.6980307619949713,-1.4149692598694301,-0.5775827206718462,-0.9655888903696874,1.6554319731673912,0.5692567185409114,0.6344327268538557,1.2185435916898848
9,1.109280026048576,0.09983377198917746,0.3759636738400745,-1.2618623321510716,1.0524359775464194,1.3777895122234232,-1.5473341279385964,-0.2898748884893419,-0.736292994342501,0.9938233515142297,1.47766531552722,0.028116566529342513,1.6020643563713777,1.5666989036012806
